transaction_id,merchant_id,merchant_type,amount,currency,payment_method,payment_status,failure_reason,recovery_action,recovered,attempt_number,customer_transaction_count,created_at
24e33fc3-ea70-4acb-87eb-d3ae3b60beea,merchant_0152,travel,2447.51,INR,netbanking,failed,bank_declined,send_payment_link,False,4,55,2026-07-11T06:40:13.625737
7b6b117c-c478-4ba7-b145-b78b36c09e95,merchant_0030,marketplace,3627.68,INR,card,successful,,none,False,3,96,2026-08-22T13:47:13.625737
afcb1825-250a-4531-ba34-3a894a25c3c1,merchant_0436,food_delivery,1437.33,INR,upi,successful,,none,False,1,8,2026-07-19T05:39:13.625737
d3c6317f-820d-40c9-9fdd-b56c0a8b7265,merchant_0483,ecommerce,797.19,INR,upi,successful,,none,False,1,52,2026-04-12T00:40:13.625737
79df43d7-0db9-48b6-9a47-963df04c128e,merchant_0215,food_delivery,1044.52,INR,card,successful,,none,False,1,80,2026-03-19T13:41:13.625737
f2d62ee0-bb13-4ef2-9dca-64fa3ddbe353,merchant_0343,food_delivery,352.48,INR,netbanking,successful,,none,False,2,34,2026-06-16T01:01:13.625737
54b113ed-412d-4ef0-ba82-4b66f0189850,merchant_0162,travel,2524.99,INR,upi,failed,authentication_failed,request_new_payment_method,True,3,86,2026-08-17T07:48:13.625737
eb5c7716-ca3d-4cd5-aae2-492896914dcb,merchant_0260,food_delivery,3577.13,INR,card,successful,,none,False,2,10,2026-06-29T03:18:13.625737
13df2f58-5e1c-420a-bfe7-98a969d29915,merchant_0146,education,724.43,INR,card,successful,,none,False,3,32,2026-07-25T17:24:13.625737
e15336b7-c6ed-4e09-9cc3-434e4cad75ab,merchant_0154,food_delivery,574.33,INR,netbanking,failed,limit_exceeded,no_action,False,1,79,2026-03-19T04:21:13.625737
9142882a-b31d-4440-919c-71edebbf670e,merchant_0381,saas,734.06,INR,netbanking,successful,,none,False,1,15,2026-04-16T04:00:13.625737
c51a1a19-fb57-4523-ba09-365f63ef8ca3,merchant_0105,education,1347.08,INR,upi,successful,,none,False,3,92,2026-03-12T11:23:13.625737
d7d818ea-53f6-49e2-87fc-22d52d17af0c,merchant_0217,education,1410.37,INR,wallet,failed,insufficient_funds,retry_payment,True,1,33,2026-06-26T07:17:13.625737
4487b0a3-cc62-4856-9936-9fe4337428dc,merchant_0083,education,625.38,INR,upi,successful,,none,False,3,82,2026-05-13T14:32:13.625737
46123bf0-4391-453c-b6e0-5d65c40f3244,merchant_0484,travel,843.76,INR,card,successful,,none,False,1,15,2026-03-12T03:43:13.625737
4111ced3-6772-4c80-87ad-c0d0921bbd28,merchant_0221,ecommerce,1389.77,INR,netbanking,successful,,none,False,2,75,2026-08-03T06:58:13.625737
51904d40-a656-4c0d-b04c-5a5b8f623610,merchant_0350,education,1351.33,INR,card,successful,,none,False,2,46,2026-07-02T11:11:13.625737
83e43dc4-5fff-42c4-98c3-e5829872fd89,merchant_0474,education,353.44,INR,wallet,successful,,none,False,2,80,2026-07-06T02:26:13.625737
607a6d2f-4c80-4c8a-a5cc-d30a5c827a96,merchant_0378,saas,783.27,INR,wallet,successful,,none,False,2,4,2026-06-10T18:26:13.625737
30f8618d-1102-4efc-8ebb-1da90e8308e9,merchant_0404,marketplace,963.88,INR,upi,successful,,none,False,2,35,2026-03-09T04:53:13.625737
d1ed2fc5-78f3-4720-afa2-ffd0e74ae138,merchant_0471,ecommerce,1515.11,INR,wallet,failed,expired_card,request_new_payment_method,False,2,29,2026-05-09T20:58:13.625737
ae10c54f-2d48-4012-8277-f94f9ff3932a,merchant_0205,saas,1080.48,INR,upi,successful,,none,False,2,4,2026-06-11T23:22:13.625737
69b2190f-96e7-4fa1-bedf-df7d32b84d89,merchant_0348,ecommerce,287.49,INR,netbanking,successful,,none,False,4,45,2026-04-19T22:16:13.625737
0144a7dc-fefd-43e3-8aa9-1817facd7a1e,merchant_0020,ecommerce,1190.2,INR,netbanking,successful,,none,False,3,23,2026-08-07T12:50:13.625737
c45ed0ba-0de4-471a-a10f-2ef78d855f49,merchant_0198,education,775.81,INR,netbanking,successful,,none,False,1,56,2026-04-10T02:01:13.625737
358c502d-1773-467b-81d9-4a12908b96f6,merchant_0187,ecommerce,1607.13,INR,wallet,successful,,none,False,2,1,2026-05-17T05:35:13.625737
dff02457-5123-437d-939f-f1089e429715,merchant_0369,education,891.39,INR,netbanking,successful,,none,False,1,85,2026-06-19T15:58:13.625737
d04deafe-3d34-4ec9-b181-7237267bf7ca,merchant_0357,marketplace,1439.22,INR,wallet,successful,,none,False,4,42,2026-06-20T15:09:13.625737
64a4d644-fb2d-41a9-8423-e82f4b5a5ec7,merchant_0347,saas,1090.18,INR,wallet,successful,,none,False,4,86,2026-07-21T12:41:13.625737
e579bea0-0cd2-4ce6-ab9c-4382e523ef61,merchant_0108,education,589.77,INR,wallet,failed,technical_error,wait_and_retry,True,1,71,2026-05-16T13:39:13.625737
be583b53-cdcf-4560-b42e-d57f1c6b0a7d,merchant_0227,marketplace,2035.53,INR,netbanking,successful,,none,False,4,60,2026-03-16T01:45:13.625737
4a3bc177-ca11-4c11-8741-5479a5110b76,merchant_0146,travel,1753.7,INR,upi,successful,,none,False,1,85,2026-04-25T10:37:13.625737
96033ecf-c936-4a73-9470-c7a927a480c4,merchant_0116,food_delivery,6325.63,INR,netbanking,failed,limit_exceeded,send_payment_link,False,2,12,2026-07-16T04:16:13.625737
d930e155-ceac-44ef-a7bd-069004fb6a50,merchant_0234,ecommerce,4295.33,INR,upi,successful,,none,False,1,61,2026-05-20T11:41:13.625737
6309d32b-e848-4da0-b0a5-992de78418da,merchant_0125,saas,2205.86,INR,wallet,successful,,none,False,4,64,2026-07-28T11:33:13.625737
a8208d13-8333-4e5e-ab93-51e6e5ef5c43,merchant_0113,ecommerce,1843.22,INR,card,successful,,none,False,4,100,2026-07-20T09:44:13.625737
5912301f-6e30-4a51-bc72-c37bda5d8d24,merchant_0470,travel,412.28,INR,card,successful,,none,False,2,72,2026-08-03T18:09:13.625737
ad6c4e03-e652-418d-9dc8-8fca82e69270,merchant_0314,travel,1801.61,INR,netbanking,successful,,none,False,4,97,2026-04-27T18:24:13.625737
c675b3d5-f0fa-4557-8c01-d861c55f44eb,merchant_0231,food_delivery,964.15,INR,wallet,successful,,none,False,4,21,2026-06-30T00:24:13.625737
1adb0657-fab3-44b4-80bd-7393996d5284,merchant_0321,marketplace,824.36,INR,netbanking,successful,,none,False,4,99,2026-07-04T23:49:13.625737
ed2edb6a-ccbb-44f7-8eda-d43dda822d15,merchant_0458,ecommerce,1711.11,INR,netbanking,failed,technical_error,wait_and_retry,True,3,31,2026-04-19T06:09:13.625737
162fc815-2f4a-4f41-a8ba-40ab33666a60,merchant_0362,saas,303.09,INR,upi,successful,,none,False,2,50,2026-07-12T05:51:13.625737
730da6c9-1cc0-413e-ac1b-fd5a0cd0921b,merchant_0032,travel,1271.19,INR,netbanking,failed,authentication_failed,request_new_payment_method,False,4,70,2026-07-13T18:53:13.625737
49641bbe-366a-41c5-b43e-c2df71bbcf7f,merchant_0245,food_delivery,346.53,INR,card,successful,,none,False,4,98,2026-09-02T20:58:13.626735
babc352f-4341-4e21-a413-62296259fea2,merchant_0113,travel,2842.91,INR,wallet,failed,authentication_failed,request_new_payment_method,False,2,69,2026-06-26T18:46:13.626735
f6846e3a-e342-4fc0-a004-cb6db5432971,merchant_0371,ecommerce,1339.96,INR,wallet,successful,,none,False,4,44,2026-07-23T17:19:13.626735
e4c29669-fb27-4544-9823-46e0dd2dfc9a,merchant_0043,saas,1446.87,INR,card,successful,,none,False,1,51,2026-03-23T19:09:13.626735
1889e16d-de6f-4db6-a77b-7c0e2d7905e6,merchant_0195,travel,1386.39,INR,upi,successful,,none,False,3,7,2026-06-13T01:48:13.626735
6730aec2-51a5-4967-8b33-da31b741c0dc,merchant_0143,education,619.26,INR,netbanking,successful,,none,False,4,98,2026-05-19T23:24:13.626735
ca175082-8c67-4d7d-be04-fd383dc38412,merchant_0488,ecommerce,4878.63,INR,wallet,successful,,none,False,1,3,2026-06-07T00:36:13.626735
f73ab23f-f174-441f-a3b4-2d9126aa4be6,merchant_0487,ecommerce,1602.09,INR,card,successful,,none,False,1,97,2026-07-03T01:24:13.626735
8e6f69a8-8304-45dd-ad81-19949a04fb24,merchant_0243,ecommerce,502.83,INR,upi,successful,,none,False,2,31,2026-03-17T04:41:13.626735
58f1549a-20fa-4235-946b-4767ee4cc08f,merchant_0189,saas,2058.37,INR,wallet,failed,expired_card,request_new_payment_method,False,3,90,2026-07-23T12:39:13.626735
a83099e7-d45e-4a6c-bebd-a278265e7c9c,merchant_0494,marketplace,1540.08,INR,card,successful,,none,False,2,100,2026-06-17T04:40:13.626735
5199e6cf-d0ca-47cd-af84-29a535fc7f1d,merchant_0204,ecommerce,2327.22,INR,netbanking,successful,,none,False,4,74,2026-07-16T05:40:13.626735
c4a891d1-69b4-41a9-80ab-5e6fe579b5cc,merchant_0436,marketplace,366.54,INR,upi,successful,,none,False,3,14,2026-03-12T12:26:13.626735
0dd410f8-bd51-428f-b807-2b0158805c6e,merchant_0036,ecommerce,591.45,INR,card,failed,limit_exceeded,send_payment_link,False,4,45,2026-04-27T11:56:13.626735
a4e4bd82-d820-4791-ace2-c4738e8c5e9c,merchant_0492,ecommerce,1368.34,INR,wallet,failed,authentication_failed,request_new_payment_method,True,1,63,2026-06-03T11:20:13.626735
0d82e4db-d158-4a0e-851b-2383de1a270f,merchant_0376,travel,2125.47,INR,upi,successful,,none,False,2,56,2026-04-23T12:00:13.626735
1dea26cd-7e50-41d5-a924-7c79887cb912,merchant_0375,food_delivery,355.98,INR,wallet,failed,expired_card,request_new_payment_method,False,4,60,2026-04-05T23:57:13.626735
829ba532-399a-4087-afb9-ad225909a971,merchant_0125,saas,1066.75,INR,card,successful,,none,False,4,36,2026-05-08T13:38:13.626735
394d87fa-cc8c-4462-b912-d41d3bd9dfb5,merchant_0436,marketplace,465.58,INR,wallet,failed,authentication_failed,request_new_payment_method,False,1,44,2026-06-13T02:46:13.626735
a6542210-e1a8-4bfc-bb3b-0003a85b42e9,merchant_0285,saas,1613.2,INR,netbanking,failed,technical_error,wait_and_retry,True,3,34,2026-09-01T16:05:13.626735
b9116420-6acc-42be-a4aa-7fb5e963a88a,merchant_0285,ecommerce,1601.33,INR,upi,failed,authentication_failed,request_new_payment_method,False,4,93,2026-07-04T09:47:13.626735
4796252c-f568-4cd2-8e1f-8e56400bdca2,merchant_0048,marketplace,1034.57,INR,wallet,successful,,none,False,1,58,2026-06-21T00:52:13.626735
924f4a62-39c0-4fd1-b152-5c5f24cd3eff,merchant_0243,marketplace,2531.22,INR,upi,successful,,none,False,3,40,2026-04-15T15:55:13.626735
aadefcf4-38a0-406f-b60b-da8f580d7278,merchant_0139,travel,834.04,INR,netbanking,successful,,none,False,4,46,2026-06-18T00:03:13.626735
d3cd1ff8-5d59-431f-8c2c-684f120a22c6,merchant_0381,ecommerce,1935.44,INR,upi,successful,,none,False,1,41,2026-04-19T10:06:13.626735
955a4a95-2eb4-4c7a-80ea-11aefb26da67,merchant_0142,saas,1180.84,INR,upi,successful,,none,False,4,95,2026-04-06T15:39:13.626735
2da396f0-0614-4054-89a5-175e3e9c249a,merchant_0092,education,1319.18,INR,card,failed,bank_declined,request_new_payment_method,True,3,25,2026-06-19T07:32:13.626735
5561654b-7f31-481d-b929-ba7e96dcf278,merchant_0499,food_delivery,574.13,INR,upi,successful,,none,False,1,36,2026-08-21T14:59:13.626735
32bf8b84-70ef-4282-919b-f75abb22fc0a,merchant_0053,marketplace,1460.06,INR,upi,successful,,none,False,4,82,2026-08-31T13:59:13.626735
4eb30eb6-0d42-4860-8aba-331bf25eeea0,merchant_0130,travel,1717.5,INR,wallet,failed,bank_declined,retry_payment,False,3,57,2026-05-05T04:25:13.626735
60701c22-c807-401f-a363-dc20d7b49530,merchant_0078,ecommerce,2262.21,INR,wallet,failed,network_timeout,retry_payment,True,1,63,2026-07-27T13:58:13.626735
5442a5f6-49ed-4317-ad06-b5bd0ecdf2f6,merchant_0398,ecommerce,676.46,INR,upi,failed,network_timeout,retry_payment,True,4,16,2026-04-23T19:49:13.626735
c4384cbc-7227-4549-8a64-58cc9a2d528a,merchant_0157,travel,3462.98,INR,netbanking,successful,,none,False,4,76,2026-04-11T13:14:13.626735
dd022328-21a1-48f2-86bf-302e316b7285,merchant_0136,food_delivery,1103.06,INR,card,failed,limit_exceeded,request_new_payment_method,False,2,98,2026-03-19T06:07:13.626735
e98cb9b8-70d9-4fb2-9295-6e2962f64b75,merchant_0081,saas,852.17,INR,upi,successful,,none,False,1,71,2026-09-03T18:49:13.626735
6aad0d18-dbf2-4c5b-ad60-209a1495873b,merchant_0119,marketplace,2012.59,INR,wallet,successful,,none,False,1,38,2026-06-22T09:59:13.627738
80ec5987-2d13-46b4-a13b-31430b62b6bc,merchant_0474,marketplace,743.75,INR,wallet,successful,,none,False,2,10,2026-06-28T11:40:13.627738
0cc91cb9-9073-411e-8659-9c9efa9e1cef,merchant_0279,marketplace,1170.87,INR,upi,successful,,none,False,1,55,2026-07-08T12:08:13.627738
c34e9d56-a7aa-4faa-8518-7c662235831c,merchant_0085,education,1898.86,INR,upi,successful,,none,False,1,10,2026-06-17T12:30:13.627738
cf60d549-babc-407b-ad26-c6752c4e6986,merchant_0240,food_delivery,301.82,INR,netbanking,successful,,none,False,1,57,2026-03-11T22:33:13.627738
e8bc7b42-0191-465e-9808-e7d1624b6524,merchant_0225,travel,751.79,INR,netbanking,successful,,none,False,4,65,2026-08-14T13:15:13.627738
647aea6a-1b42-4528-b75a-3ce5dba8f5b6,merchant_0014,travel,2620.6,INR,netbanking,successful,,none,False,3,78,2026-08-12T00:34:13.627738
b96621aa-9fec-4dd4-a179-e8e79f77b012,merchant_0296,food_delivery,618.78,INR,card,successful,,none,False,3,98,2026-08-25T02:47:13.627738
2c1af27c-6454-4f22-b864-79b49c3db4fa,merchant_0300,food_delivery,1888.76,INR,wallet,successful,,none,False,2,36,2026-05-15T11:25:13.627738
a6319601-76ba-4ca3-b428-908b0810b8dc,merchant_0210,travel,1137.35,INR,card,successful,,none,False,3,61,2026-06-10T21:35:13.627738
0478ba1c-5007-4f7c-b222-4ea959d4fc1f,merchant_0356,ecommerce,651.14,INR,upi,successful,,none,False,4,43,2026-04-30T22:35:13.627738
b8b2442a-71c9-486a-ae24-195dc6fc0976,merchant_0166,travel,217.0,INR,card,failed,technical_error,wait_and_retry,True,1,59,2026-08-05T19:22:13.627738
db12a540-7926-4330-b18c-43b329f3cad2,merchant_0212,food_delivery,1273.04,INR,card,successful,,none,False,4,85,2026-08-22T01:44:13.627738
bd74f984-1b17-4c14-b75f-675404b226a4,merchant_0390,education,591.43,INR,wallet,successful,,none,False,4,81,2026-08-22T02:00:13.627738
9a7e1d60-d48c-4cdb-be4c-d25a350c2462,merchant_0451,food_delivery,4142.44,INR,upi,successful,,none,False,4,37,2026-03-09T17:10:13.627738
512519a2-2ae8-4db1-80d3-7e73b0706ace,merchant_0283,ecommerce,1414.05,INR,upi,failed,technical_error,retry_payment,True,2,91,2026-05-23T06:03:13.627738
89106187-9b55-4a1d-80f8-394a6cb98b1c,merchant_0256,ecommerce,301.94,INR,wallet,successful,,none,False,2,16,2026-06-21T15:32:13.627738
38cac52c-397a-45d2-9b65-f96f23155305,merchant_0125,education,5989.27,INR,wallet,successful,,none,False,4,62,2026-05-10T15:08:13.627738
b3e96f0d-9ddb-43b2-af9a-330069f6ff6c,merchant_0443,travel,2504.82,INR,upi,successful,,none,False,2,77,2026-08-17T23:28:13.627738
17851eea-5907-4f9f-a62a-33bb2414ccc1,merchant_0421,travel,3021.56,INR,netbanking,successful,,none,False,3,65,2026-09-03T22:31:13.627738
376f6f80-81f7-4a53-9a2f-529e428b72b3,merchant_0276,education,622.58,INR,wallet,successful,,none,False,4,20,2026-05-03T20:56:13.627738
2077bddc-510a-4a20-8ae7-1c3c9bbc8a42,merchant_0446,food_delivery,1564.08,INR,wallet,successful,,none,False,3,59,2026-07-17T10:02:13.627738
4f3adf20-d74a-4b4f-bd88-7a9a97ed94f9,merchant_0023,food_delivery,2037.97,INR,wallet,successful,,none,False,4,30,2026-06-14T08:47:13.627738
7ed96575-756c-43e4-91a4-49783be20504,merchant_0254,marketplace,82.02,INR,wallet,successful,,none,False,2,50,2026-08-26T03:45:13.627738
45331444-a0fc-4764-9696-7413350183a5,merchant_0052,food_delivery,483.23,INR,netbanking,successful,,none,False,4,13,2026-04-22T18:17:13.627738
1c92923e-d9fc-4bef-b00c-aaedb3684f45,merchant_0039,marketplace,4047.8,INR,upi,successful,,none,False,2,53,2026-05-06T23:56:13.627738
32c18264-756e-4c38-ae03-42eea0dc0df5,merchant_0437,food_delivery,349.28,INR,wallet,successful,,none,False,1,84,2026-06-11T10:23:13.627738
60fb3af2-dc9b-4fdd-8e74-ee335d65b33c,merchant_0447,food_delivery,3473.85,INR,wallet,successful,,none,False,4,41,2026-04-19T06:38:13.627738
df611417-ddaf-41df-9bea-09eba80c94a3,merchant_0223,ecommerce,347.69,INR,upi,failed,bank_declined,retry_payment,False,3,81,2026-08-09T11:32:13.627738
8ce14d34-bb40-41dd-b91a-0e852a15afd9,merchant_0463,ecommerce,932.65,INR,wallet,successful,,none,False,3,22,2026-08-28T06:57:13.627738
4d3f8767-9ce0-4e91-a2de-5122bebdd60c,merchant_0075,ecommerce,1151.38,INR,netbanking,failed,authentication_failed,request_new_payment_method,False,3,46,2026-07-03T15:51:13.627738
64c2f60f-15b0-45af-b728-c874cb6743b8,merchant_0041,food_delivery,3900.32,INR,upi,successful,,none,False,2,22,2026-03-31T19:38:13.627738
4e4efd0f-0a4c-465f-af7d-a271d3a874c5,merchant_0119,marketplace,407.38,INR,upi,successful,,none,False,2,64,2026-05-08T12:01:13.627738
a8e4e578-6779-433c-ba9a-0ece7ef061e6,merchant_0239,travel,971.24,INR,netbanking,failed,expired_card,request_new_payment_method,False,1,86,2026-06-22T10:43:13.627738
85cd1701-4ff5-49ed-9819-1a1a1125150c,merchant_0301,saas,1755.75,INR,card,successful,,none,False,3,57,2026-06-19T11:50:13.627738
df7c76e4-f4fd-45b0-bea5-1d1198af8606,merchant_0102,marketplace,743.12,INR,netbanking,successful,,none,False,3,59,2026-05-28T17:11:13.627738
9971c2dd-ced4-4966-ba37-ccca9f733ee8,merchant_0359,saas,1294.76,INR,wallet,failed,network_timeout,wait_and_retry,True,3,74,2026-06-21T07:24:13.627738
76395682-fa6b-4bfd-a0c2-f9de6550a71c,merchant_0290,marketplace,684.38,INR,wallet,successful,,none,False,1,36,2026-03-12T09:14:13.627738
d046fd6e-5597-41e6-9679-2c88f28eb863,merchant_0311,food_delivery,2163.93,INR,wallet,successful,,none,False,2,37,2026-06-06T00:37:13.627738
86f8b2de-10c4-4550-839b-a45551360930,merchant_0463,saas,2252.24,INR,netbanking,failed,limit_exceeded,request_new_payment_method,False,2,87,2026-03-27T12:15:13.628736
fb0c110f-581d-4518-b1a0-1560c914327c,merchant_0375,education,1402.26,INR,wallet,successful,,none,False,3,5,2026-08-02T05:19:13.628736
4378617f-9f0a-4df5-9f90-f5bd56a19f93,merchant_0068,education,1705.12,INR,netbanking,failed,bank_declined,send_payment_link,False,4,96,2026-04-18T20:44:13.628736
b0805960-abce-44fa-8db8-a5f17dae0933,merchant_0468,food_delivery,621.35,INR,netbanking,successful,,none,False,3,22,2026-05-03T22:30:13.628736
ebbcaedf-4df1-4e69-b77b-5b017b87e662,merchant_0073,education,3047.67,INR,card,successful,,none,False,1,60,2026-07-08T10:31:13.628736
93647cab-ef98-4c47-a9d2-8ccfcd7fae9b,merchant_0008,marketplace,683.17,INR,wallet,failed,insufficient_funds,wait_and_retry,False,3,72,2026-06-28T15:10:13.628736
77ad1f78-4a6e-4152-9e0f-675aab015f77,merchant_0422,travel,3798.22,INR,netbanking,failed,network_timeout,wait_and_retry,True,3,87,2026-03-24T21:11:13.628736
3a7caf80-0855-4120-9755-1008d1eea457,merchant_0469,marketplace,771.54,INR,upi,failed,network_timeout,wait_and_retry,True,1,61,2026-04-01T00:36:13.628736
fcabcbb1-b71f-44a8-8219-ab9876c2b132,merchant_0060,ecommerce,721.58,INR,wallet,failed,limit_exceeded,send_payment_link,False,3,90,2026-07-31T07:15:13.628736
6e0cd87b-8f12-4241-a1ea-3eb3d5350736,merchant_0121,education,2343.3,INR,wallet,successful,,none,False,1,15,2026-04-20T03:53:13.628736
b0471f2b-2dd0-425e-84d9-787d73828bac,merchant_0454,travel,1421.31,INR,netbanking,failed,network_timeout,retry_payment,True,4,86,2026-05-20T12:11:13.628736
8171e589-e21b-4f2a-ac16-a71cbfc66888,merchant_0354,travel,988.2,INR,wallet,successful,,none,False,1,36,2026-06-02T01:49:13.628736
b4fd6e39-e1b0-4560-98b8-f4e2f471c4be,merchant_0352,travel,261.48,INR,upi,successful,,none,False,1,47,2026-06-01T14:20:13.628736
1705f0d3-172a-48bd-b1ef-4dbca96a3f84,merchant_0142,marketplace,767.07,INR,netbanking,successful,,none,False,4,8,2026-07-18T04:23:13.628736
a1dda2d8-7eb3-4126-bd9f-d9be1db39d67,merchant_0306,travel,2031.53,INR,card,failed,limit_exceeded,no_action,True,2,85,2026-08-30T06:27:13.628736
a2d437f6-14ac-4738-bc18-e4a19870d651,merchant_0036,education,1869.91,INR,upi,successful,,none,False,2,17,2026-04-16T01:40:13.628736
1f53abcb-44a0-4396-8cc5-98357d231652,merchant_0404,saas,1165.19,INR,upi,successful,,none,False,2,43,2026-04-05T08:00:13.628736
ff1e28d9-d57b-4916-9b95-e78792c383be,merchant_0090,saas,637.96,INR,upi,failed,expired_card,request_new_payment_method,False,3,70,2026-08-06T10:22:13.628736
